_id,Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
5286,2015Q1,S08000020,S08000020,"",Upper GI,"",72,"",71,""
5287,2015Q1,S08000020,S92000003,d,Upper GI,"",72,"",71,""
5288,2015Q1,S08000022,S08000022,"",Upper GI,"",26,"",26,""
5289,2015Q1,S08000022,S08000031,"",Upper GI,"",1,"",1,""
5290,2015Q1,S08000022,S92000003,d,Upper GI,"",27,"",27,""
5291,2015Q1,S08000024,S08000024,"",Upper GI,"",46,"",46,""
5292,2015Q1,S08000024,S92000003,d,Upper GI,"",46,"",46,""
5293,2015Q1,S08000026,S08000020,"",Upper GI,"",3,"",3,""
5294,2015Q1,S08000026,S08000026,"",Upper GI,"",1,"",1,""
5295,2015Q1,S08000026,S92000003,d,Upper GI,"",4,"",4,""
5296,2015Q1,S08000028,S08000022,"",Upper GI,"",2,"",2,""
5297,2015Q1,S08000028,S08000031,"",Upper GI,"",2,"",2,""
5298,2015Q1,S08000028,S92000003,d,Upper GI,"",4,"",4,""
5299,2015Q1,S08000029,S08000024,"",Upper GI,"",10,"",9,""
5300,2015Q1,S08000029,S08000029,"",Upper GI,"",23,"",23,""
5301,2015Q1,S08000029,S92000003,d,Upper GI,"",33,"",32,""
5302,2015Q1,S08000030,S08000030,"",Upper GI,"",69,"",69,""
5303,2015Q1,S08000030,S92000003,d,Upper GI,"",69,"",69,""
5304,2015Q1,S08000031,S08000022,"",Upper GI,"",1,"",1,""
5305,2015Q1,S08000031,S08000024,"",Upper GI,"",4,"",4,""
5306,2015Q1,S08000031,S08000031,"",Upper GI,"",127,"",127,""
5307,2015Q1,S08000031,S92000003,d,Upper GI,"",133,"",133,""
5308,2015Q1,S08000031,SB0801,"",Upper GI,"",1,"",1,""
5309,2015Q1,S08000032,S08000031,"",Upper GI,"",8,"",8,""
5310,2015Q1,S08000032,S08000032,"",Upper GI,"",27,"",27,""
5311,2015Q1,S08000032,S92000003,d,Upper GI,"",35,"",35,""
5312,2015Q1,S08000015,S08000015,"",Urological,"",82,"",81,""
5313,2015Q1,S08000015,S08000031,"",Urological,"",1,"",1,""
5314,2015Q1,S08000015,S92000003,d,Urological,"",83,"",82,""
5315,2015Q1,S08000016,S08000016,"",Urological,"",22,"",22,""
5316,2015Q1,S08000016,S08000024,"",Urological,"",7,"",4,""
5317,2015Q1,S08000016,S92000003,d,Urological,"",29,"",26,""
5318,2015Q1,S08000017,S08000017,"",Urological,"",24,"",24,""
5319,2015Q1,S08000017,S08000024,"",Urological,"",15,"",7,""
5320,2015Q1,S08000017,S92000003,d,Urological,"",39,"",31,""
5321,2015Q1,S08000019,S08000019,"",Urological,"",70,"",70,""
5322,2015Q1,S08000019,S08000031,"",Urological,"",4,"",3,""
5323,2015Q1,S08000019,S92000003,d,Urological,"",74,"",73,""
5324,2015Q1,S08000020,S08000020,"",Urological,"",132,"",111,""
5325,2015Q1,S08000020,S08000024,"",Urological,"",1,"",1,""
5326,2015Q1,S08000020,S92000003,d,Urological,"",133,"",112,""
5327,2015Q1,S08000022,S08000020,"",Urological,"",5,"",2,""
5328,2015Q1,S08000022,S08000022,"",Urological,"",69,"",64,""
5329,2015Q1,S08000022,S08000031,"",Urological,"",4,"",3,""
5330,2015Q1,S08000022,S92000003,d,Urological,"",78,"",69,""
5331,2015Q1,S08000024,S08000024,"",Urological,"",131,"",111,""
5332,2015Q1,S08000024,S92000003,d,Urological,"",131,"",111,""
5333,2015Q1,S08000026,S08000020,"",Urological,"",2,"",2,""
5334,2015Q1,S08000026,S08000026,"",Urological,"",3,"",3,""
5335,2015Q1,S08000026,S92000003,d,Urological,"",5,"",5,""
5336,2015Q1,S08000029,S08000024,"",Urological,"",4,"",2,""
5337,2015Q1,S08000029,S08000029,"",Urological,"",76,"",67,""
5338,2015Q1,S08000029,S08000030,"",Urological,"",1,"",0,""
5339,2015Q1,S08000029,S92000003,d,Urological,"",81,"",69,""
5340,2015Q1,S08000030,S08000030,"",Urological,"",107,"",94,""
5341,2015Q1,S08000030,S92000003,d,Urological,"",107,"",94,""
5342,2015Q1,S08000031,S08000024,"",Urological,"",1,"",1,""
5343,2015Q1,S08000031,S08000031,"",Urological,"",293,"",262,""
5344,2015Q1,S08000031,S92000003,d,Urological,"",294,"",263,""
5345,2015Q1,S08000032,S08000024,"",Urological,"",5,"",3,""
5346,2015Q1,S08000032,S08000031,"",Urological,"",3,"",2,""
5347,2015Q1,S08000032,S08000032,"",Urological,"",85,"",80,""
5348,2015Q1,S08000032,S92000003,d,Urological,"",93,"",85,""
5349,2015Q2,S08000015,S08000015,"",All Cancer Types,d,393,"",389,""
5350,2015Q2,S08000015,S08000017,"",All Cancer Types,d,3,"",3,""
5351,2015Q2,S08000015,S08000024,"",All Cancer Types,d,2,"",2,""
5352,2015Q2,S08000015,S08000031,"",All Cancer Types,d,50,"",48,""
5353,2015Q2,S08000015,S92000003,d,All Cancer Types,d,458,"",452,""
5354,2015Q2,S08000015,SB0801,"",All Cancer Types,d,10,"",10,""
5355,2015Q2,S08000016,S08000016,"",All Cancer Types,d,88,"",88,""
5356,2015Q2,S08000016,S08000024,"",All Cancer Types,d,39,"",37,""
5357,2015Q2,S08000016,S92000003,d,All Cancer Types,d,127,"",125,""
5358,2015Q2,S08000017,S08000017,"",All Cancer Types,d,137,"",136,""
5359,2015Q2,S08000017,S08000024,"",All Cancer Types,d,32,"",25,""
5360,2015Q2,S08000017,S08000031,"",All Cancer Types,d,4,"",4,""
5361,2015Q2,S08000017,S92000003,d,All Cancer Types,d,176,"",168,""
5362,2015Q2,S08000017,SB0801,"",All Cancer Types,d,3,"",3,""
5363,2015Q2,S08000019,S08000019,"",All Cancer Types,d,268,"",265,""
5364,2015Q2,S08000019,S08000024,"",All Cancer Types,d,2,"",2,""
5365,2015Q2,S08000019,S08000031,"",All Cancer Types,d,37,"",36,""
5366,2015Q2,S08000019,S08000032,"",All Cancer Types,d,1,"",1,""
5367,2015Q2,S08000019,S92000003,d,All Cancer Types,d,315,"",311,""
5368,2015Q2,S08000019,SB0801,"",All Cancer Types,d,7,"",7,""
5369,2015Q2,S08000020,S08000020,"",All Cancer Types,d,604,"",562,""
5370,2015Q2,S08000020,S08000022,"",All Cancer Types,d,2,"",2,""
5371,2015Q2,S08000020,S08000026,"",All Cancer Types,d,1,"",1,""
5372,2015Q2,S08000020,S92000003,d,All Cancer Types,d,607,"",565,""
5373,2015Q2,S08000022,S08000020,"",All Cancer Types,d,6,"",4,""
5374,2015Q2,S08000022,S08000022,"",All Cancer Types,d,282,"",267,""
5375,2015Q2,S08000022,S08000024,"",All Cancer Types,d,1,"",1,""
5376,2015Q2,S08000022,S08000028,"",All Cancer Types,d,4,"",4,""
5377,2015Q2,S08000022,S08000031,"",All Cancer Types,d,12,"",11,""
5378,2015Q2,S08000022,S92000003,d,All Cancer Types,d,307,"",289,""
5379,2015Q2,S08000022,SB0801,"",All Cancer Types,d,2,"",2,""
5380,2015Q2,S08000024,S08000016,"",All Cancer Types,d,1,"",1,""
5381,2015Q2,S08000024,S08000019,"",All Cancer Types,d,2,"",2,""
5382,2015Q2,S08000024,S08000024,"",All Cancer Types,d,825,"",802,""
5383,2015Q2,S08000024,S08000029,"",All Cancer Types,d,3,"",3,""
5384,2015Q2,S08000024,S92000003,d,All Cancer Types,d,831,"",808,""
5385,2015Q2,S08000025,S08000020,"",All Cancer Types,d,3,"",3,""
5386,2015Q2,S08000025,S08000025,"",All Cancer Types,d,5,"",5,""
5387,2015Q2,S08000025,S92000003,d,All Cancer Types,d,8,"",8,""
5388,2015Q2,S08000026,S08000020,"",All Cancer Types,d,3,"",3,""
5389,2015Q2,S08000026,S08000026,"",All Cancer Types,d,14,"",14,""
5390,2015Q2,S08000026,S92000003,d,All Cancer Types,d,17,"",17,""
5391,2015Q2,S08000028,S08000022,"",All Cancer Types,d,8,"",7,""
5392,2015Q2,S08000028,S08000028,"",All Cancer Types,d,10,"",10,""
5393,2015Q2,S08000028,S08000031,"",All Cancer Types,d,4,"",3,""
5394,2015Q2,S08000028,S92000003,d,All Cancer Types,d,24,"",22,""
5395,2015Q2,S08000028,SB0801,"",All Cancer Types,d,2,"",2,""
5396,2015Q2,S08000029,S08000024,"",All Cancer Types,d,60,"",59,""
5397,2015Q2,S08000029,S08000029,"",All Cancer Types,d,253,"",249,""
5398,2015Q2,S08000029,S08000030,"",All Cancer Types,d,6,"",5,""
5399,2015Q2,S08000029,S92000003,d,All Cancer Types,d,319,"",313,""
5400,2015Q2,S08000030,S08000020,"",All Cancer Types,d,2,"",1,""
5401,2015Q2,S08000030,S08000024,"",All Cancer Types,d,3,"",3,""
5402,2015Q2,S08000030,S08000030,"",All Cancer Types,d,509,"",492,""
5403,2015Q2,S08000030,S92000003,d,All Cancer Types,d,514,"",496,""
5404,2015Q2,S08000031,S08000024,"",All Cancer Types,d,6,"",5,""
5405,2015Q2,S08000031,S08000031,"",All Cancer Types,d,1404,"",1339,""
5406,2015Q2,S08000031,S08000032,"",All Cancer Types,d,8,"",8,""
5407,2015Q2,S08000031,S92000003,d,All Cancer Types,d,1473,"",1407,""
5408,2015Q2,S08000031,SB0801,"",All Cancer Types,d,55,"",55,""
5409,2015Q2,S08000032,S08000024,"",All Cancer Types,d,5,"",5,""
5410,2015Q2,S08000032,S08000031,"",All Cancer Types,d,82,"",81,""
5411,2015Q2,S08000032,S08000032,"",All Cancer Types,d,397,"",384,""
5412,2015Q2,S08000032,S92000003,d,All Cancer Types,d,502,"",488,""
5413,2015Q2,S08000032,SB0801,"",All Cancer Types,d,18,"",18,""
5414,2015Q2,S08000015,S08000015,"",Breast,"",94,"",92,""
5415,2015Q2,S08000015,S08000017,"",Breast,"",3,"",3,""
5416,2015Q2,S08000015,S08000024,"",Breast,"",1,"",1,""
5417,2015Q2,S08000015,S08000031,"",Breast,"",1,"",1,""
5418,2015Q2,S08000015,S92000003,d,Breast,"",99,"",97,""
5419,2015Q2,S08000016,S08000016,"",Breast,"",6,"",6,""
5420,2015Q2,S08000016,S08000024,"",Breast,"",1,"",1,""
5421,2015Q2,S08000016,S92000003,d,Breast,"",7,"",7,""
5422,2015Q2,S08000017,S08000017,"",Breast,"",17,"",17,""
5423,2015Q2,S08000017,S08000024,"",Breast,"",2,"",2,""
5424,2015Q2,S08000017,S92000003,d,Breast,"",19,"",19,""
5425,2015Q2,S08000019,S08000019,"",Breast,"",45,"",45,""
5426,2015Q2,S08000019,S08000031,"",Breast,"",1,"",1,""
5427,2015Q2,S08000019,S92000003,d,Breast,"",46,"",46,""
5428,2015Q2,S08000020,S08000020,"",Breast,"",118,"",114,""
5429,2015Q2,S08000020,S92000003,d,Breast,"",118,"",114,""
5430,2015Q2,S08000022,S08000022,"",Breast,"",62,"",59,""
5431,2015Q2,S08000022,S08000028,"",Breast,"",2,"",2,""
5432,2015Q2,S08000022,S92000003,d,Breast,"",64,"",61,""
5433,2015Q2,S08000024,S08000016,"",Breast,"",1,"",1,""
5434,2015Q2,S08000024,S08000019,"",Breast,"",2,"",2,""
5435,2015Q2,S08000024,S08000024,"",Breast,"",240,"",240,""
5436,2015Q2,S08000024,S08000029,"",Breast,"",3,"",3,""
5437,2015Q2,S08000024,S92000003,d,Breast,"",246,"",246,""
5438,2015Q2,S08000025,S08000020,"",Breast,"",1,"",1,""
5439,2015Q2,S08000025,S92000003,d,Breast,"",1,"",1,""
5440,2015Q2,S08000026,S08000026,"",Breast,"",4,"",4,""
5441,2015Q2,S08000026,S92000003,d,Breast,"",4,"",4,""
5442,2015Q2,S08000029,S08000029,"",Breast,"",31,"",31,""
5443,2015Q2,S08000029,S92000003,d,Breast,"",31,"",31,""
5444,2015Q2,S08000030,S08000030,"",Breast,"",100,"",99,""
5445,2015Q2,S08000030,S92000003,d,Breast,"",100,"",99,""
5446,2015Q2,S08000031,S08000031,"",Breast,"",291,"",268,""
5447,2015Q2,S08000031,S08000032,"",Breast,"",8,"",8,""
5448,2015Q2,S08000031,S92000003,d,Breast,"",299,"",276,""
5449,2015Q2,S08000032,S08000031,"",Breast,"",4,"",4,""
5450,2015Q2,S08000032,S08000032,"",Breast,"",69,"",68,""
5451,2015Q2,S08000032,S92000003,d,Breast,"",73,"",72,""
5452,2015Q2,S08000015,S08000015,"",Cervical,"",3,"",3,""
5453,2015Q2,S08000015,S08000031,"",Cervical,"",5,"",5,""
5454,2015Q2,S08000015,S92000003,d,Cervical,"",8,"",8,""
5455,2015Q2,S08000017,S08000017,"",Cervical,"",1,"",1,""
5456,2015Q2,S08000017,S08000024,"",Cervical,"",2,"",2,""
5457,2015Q2,S08000017,S92000003,d,Cervical,"",3,"",3,""
5458,2015Q2,S08000019,S08000019,"",Cervical,"",1,"",1,""
5459,2015Q2,S08000019,S08000031,"",Cervical,"",3,"",3,""
5460,2015Q2,S08000019,S92000003,d,Cervical,"",4,"",4,""
5461,2015Q2,S08000020,S08000020,"",Cervical,"",13,"",12,""
5462,2015Q2,S08000020,S92000003,d,Cervical,"",13,"",12,""
5463,2015Q2,S08000022,S08000022,"",Cervical,"",2,"",2,""
5464,2015Q2,S08000022,S92000003,d,Cervical,"",2,"",2,""
5465,2015Q2,S08000024,S08000024,"",Cervical,"",14,"",14,""
5466,2015Q2,S08000024,S92000003,d,Cervical,"",14,"",14,""
5467,2015Q2,S08000029,S08000024,"",Cervical,"",1,"",1,""
5468,2015Q2,S08000029,S08000029,"",Cervical,"",3,"",3,""
5469,2015Q2,S08000029,S92000003,d,Cervical,"",4,"",4,""
5470,2015Q2,S08000030,S08000030,"",Cervical,"",7,"",7,""
5471,2015Q2,S08000030,S92000003,d,Cervical,"",7,"",7,""
5472,2015Q2,S08000031,S08000031,"",Cervical,"",13,"",13,""
5473,2015Q2,S08000031,S92000003,d,Cervical,"",13,"",13,""
5474,2015Q2,S08000032,S08000031,"",Cervical,"",6,"",6,""
5475,2015Q2,S08000032,S08000032,"",Cervical,"",4,"",4,""
5476,2015Q2,S08000032,S92000003,d,Cervical,"",10,"",10,""
5477,2015Q2,S08000015,S08000015,"",Colorectal,"",69,"",67,""
5478,2015Q2,S08000015,S08000031,"",Colorectal,"",1,"",1,""
5479,2015Q2,S08000015,S92000003,d,Colorectal,"",70,"",68,""
5480,2015Q2,S08000016,S08000016,"",Colorectal,"",16,"",16,""
5481,2015Q2,S08000016,S08000024,"",Colorectal,"",6,"",6,""
5482,2015Q2,S08000016,S92000003,d,Colorectal,"",22,"",22,""
5483,2015Q2,S08000017,S08000017,"",Colorectal,"",27,"",27,""
5484,2015Q2,S08000017,S08000024,"",Colorectal,"",2,"",2,""
5485,2015Q2,S08000017,S92000003,d,Colorectal,"",29,"",29,""
5486,2015Q2,S08000019,S08000019,"",Colorectal,"",47,"",46,""
5487,2015Q2,S08000019,S08000031,"",Colorectal,"",2,"",2,""
5488,2015Q2,S08000019,S92000003,d,Colorectal,"",49,"",48,""
5489,2015Q2,S08000020,S08000020,"",Colorectal,"",78,"",74,""
5490,2015Q2,S08000020,S92000003,d,Colorectal,"",78,"",74,""
5491,2015Q2,S08000022,S08000022,"",Colorectal,"",53,"",51,""
5492,2015Q2,S08000022,S08000031,"",Colorectal,"",3,"",3,""
5493,2015Q2,S08000022,S92000003,d,Colorectal,"",56,"",54,""
5494,2015Q2,S08000024,S08000024,"",Colorectal,"",90,"",84,""
5495,2015Q2,S08000024,S92000003,d,Colorectal,"",90,"",84,""
5496,2015Q2,S08000025,S08000020,"",Colorectal,"",1,"",1,""
5497,2015Q2,S08000025,S08000025,"",Colorectal,"",3,"",3,""
5498,2015Q2,S08000025,S92000003,d,Colorectal,"",4,"",4,""
5499,2015Q2,S08000028,S08000022,"",Colorectal,"",3,"",2,""
5500,2015Q2,S08000028,S92000003,d,Colorectal,"",3,"",2,""
5501,2015Q2,S08000029,S08000024,"",Colorectal,"",4,"",4,""
5502,2015Q2,S08000029,S08000029,"",Colorectal,"",46,"",46,""
5503,2015Q2,S08000029,S92000003,d,Colorectal,"",50,"",50,""
5504,2015Q2,S08000030,S08000030,"",Colorectal,"",70,"",70,""
5505,2015Q2,S08000030,S92000003,d,Colorectal,"",70,"",70,""
5506,2015Q2,S08000031,S08000031,"",Colorectal,"",182,"",180,""
5507,2015Q2,S08000031,S92000003,d,Colorectal,"",182,"",180,""
5508,2015Q2,S08000032,S08000031,"",Colorectal,"",6,"",5,""
5509,2015Q2,S08000032,S08000032,"",Colorectal,"",62,"",62,""
5510,2015Q2,S08000032,S92000003,d,Colorectal,"",68,"",67,""
5511,2015Q2,S08000015,S08000015,"",Head & Neck,"",22,"",22,""
5512,2015Q2,S08000015,S08000031,"",Head & Neck,"",10,"",10,""
5513,2015Q2,S08000015,S92000003,d,Head & Neck,"",32,"",32,""
5514,2015Q2,S08000016,S08000016,"",Head & Neck,"",2,"",2,""
5515,2015Q2,S08000016,S08000024,"",Head & Neck,"",3,"",3,""
5516,2015Q2,S08000016,S92000003,d,Head & Neck,"",5,"",5,""
5517,2015Q2,S08000017,S08000017,"",Head & Neck,"",5,"",5,""
5518,2015Q2,S08000017,S08000024,"",Head & Neck,"",3,"",3,""
5519,2015Q2,S08000017,S08000031,"",Head & Neck,"",1,"",1,""
5520,2015Q2,S08000017,S92000003,d,Head & Neck,"",9,"",9,""
5521,2015Q2,S08000019,S08000019,"",Head & Neck,"",7,"",7,""
5522,2015Q2,S08000019,S08000031,"",Head & Neck,"",5,"",5,""
5523,2015Q2,S08000019,S08000032,"",Head & Neck,"",1,"",1,""
5524,2015Q2,S08000019,S92000003,d,Head & Neck,"",13,"",13,""
5525,2015Q2,S08000020,S08000020,"",Head & Neck,"",19,"",18,""
5526,2015Q2,S08000020,S08000022,"",Head & Neck,"",2,"",2,""
5527,2015Q2,S08000020,S92000003,d,Head & Neck,"",21,"",20,""
5528,2015Q2,S08000022,S08000022,"",Head & Neck,"",9,"",9,""
5529,2015Q2,S08000022,S92000003,d,Head & Neck,"",9,"",9,""
5530,2015Q2,S08000024,S08000024,"",Head & Neck,"",44,"",44,""
5531,2015Q2,S08000024,S92000003,d,Head & Neck,"",44,"",44,""
5532,2015Q2,S08000028,S08000022,"",Head & Neck,"",1,"",1,""
5533,2015Q2,S08000028,S08000028,"",Head & Neck,"",1,"",1,""
5534,2015Q2,S08000028,S08000031,"",Head & Neck,"",2,"",1,""
5535,2015Q2,S08000028,S92000003,d,Head & Neck,"",4,"",3,""
5536,2015Q2,S08000029,S08000024,"",Head & Neck,"",12,"",12,""
5537,2015Q2,S08000029,S08000029,"",Head & Neck,"",4,"",4,""
5538,2015Q2,S08000029,S92000003,d,Head & Neck,"",16,"",16,""
5539,2015Q2,S08000030,S08000030,"",Head & Neck,"",28,"",25,""
5540,2015Q2,S08000030,S92000003,d,Head & Neck,"",28,"",25,""
5541,2015Q2,S08000031,S08000031,"",Head & Neck,"",90,"",86,""
5542,2015Q2,S08000031,S92000003,d,Head & Neck,"",90,"",86,""
5543,2015Q2,S08000032,S08000031,"",Head & Neck,"",7,"",7,""
5544,2015Q2,S08000032,S08000032,"",Head & Neck,"",21,"",21,""
5545,2015Q2,S08000032,S92000003,d,Head & Neck,"",28,"",28,""
5546,2015Q2,S08000015,S08000015,"",Lung,"",44,"",44,""
5547,2015Q2,S08000015,S08000031,"",Lung,"",11,"",11,""
5548,2015Q2,S08000015,S92000003,d,Lung,"",65,"",65,""
5549,2015Q2,S08000015,SB0801,"",Lung,"",10,"",10,""
5550,2015Q2,S08000016,S08000016,"",Lung,"",12,"",12,""
5551,2015Q2,S08000016,S08000024,"",Lung,"",8,"",8,""
5552,2015Q2,S08000016,S92000003,d,Lung,"",20,"",20,""
5553,2015Q2,S08000017,S08000017,"",Lung,"",16,"",16,""
5554,2015Q2,S08000017,S08000024,"",Lung,"",6,"",6,""
5555,2015Q2,S08000017,S92000003,d,Lung,"",25,"",25,""
5556,2015Q2,S08000017,SB0801,"",Lung,"",3,"",3,""
5557,2015Q2,S08000019,S08000019,"",Lung,"",32,"",32,""
5558,2015Q2,S08000019,S08000024,"",Lung,"",1,"",1,""
5559,2015Q2,S08000019,S08000031,"",Lung,"",10,"",10,""
5560,2015Q2,S08000019,S92000003,d,Lung,"",50,"",50,""
5561,2015Q2,S08000019,SB0801,"",Lung,"",7,"",7,""
5562,2015Q2,S08000020,S08000020,"",Lung,"",89,"",89,""
5563,2015Q2,S08000020,S92000003,d,Lung,"",89,"",89,""
5564,2015Q2,S08000022,S08000020,"",Lung,"",1,"",1,""
5565,2015Q2,S08000022,S08000022,"",Lung,"",32,"",31,""
5566,2015Q2,S08000022,S08000031,"",Lung,"",3,"",3,""
5567,2015Q2,S08000022,S92000003,d,Lung,"",38,"",37,""
5568,2015Q2,S08000022,SB0801,"",Lung,"",2,"",2,""
5569,2015Q2,S08000024,S08000024,"",Lung,"",125,"",125,""
5570,2015Q2,S08000024,S92000003,d,Lung,"",125,"",125,""
5571,2015Q2,S08000025,S08000020,"",Lung,"",1,"",1,""
5572,2015Q2,S08000025,S92000003,d,Lung,"",1,"",1,""
5573,2015Q2,S08000026,S08000026,"",Lung,"",1,"",1,""
5574,2015Q2,S08000026,S92000003,d,Lung,"",1,"",1,""
5575,2015Q2,S08000028,S08000022,"",Lung,"",3,"",3,""
5576,2015Q2,S08000028,S08000028,"",Lung,"",3,"",3,""
5577,2015Q2,S08000028,S92000003,d,Lung,"",8,"",8,""
5578,2015Q2,S08000028,SB0801,"",Lung,"",2,"",2,""
5579,2015Q2,S08000029,S08000024,"",Lung,"",26,"",26,""
5580,2015Q2,S08000029,S08000029,"",Lung,"",46,"",46,""
5581,2015Q2,S08000029,S08000030,"",Lung,"",1,"",1,""
5582,2015Q2,S08000029,S92000003,d,Lung,"",73,"",73,""
5583,2015Q2,S08000030,S08000020,"",Lung,"",2,"",1,""
5584,2015Q2,S08000030,S08000024,"",Lung,"",2,"",2,""
5585,2015Q2,S08000030,S08000030,"",Lung,"",82,"",78,""
5586,2015Q2,S08000030,S92000003,d,Lung,"",86,"",81,""
5587,2015Q2,S08000031,S08000031,"",Lung,"",266,"",263,""
5588,2015Q2,S08000031,S92000003,d,Lung,"",321,"",318,""
5589,2015Q2,S08000031,SB0801,"",Lung,"",55,"",55,""
5590,2015Q2,S08000032,S08000031,"",Lung,"",27,"",27,""
5591,2015Q2,S08000032,S08000032,"",Lung,"",65,"",65,""
5592,2015Q2,S08000032,S92000003,d,Lung,"",110,"",110,""
5593,2015Q2,S08000032,SB0801,"",Lung,"",18,"",18,""
5594,2015Q2,S08000015,S08000015,"",Lymphoma,"",13,"",13,""
5595,2015Q2,S08000015,S92000003,d,Lymphoma,"",13,"",13,""
5596,2015Q2,S08000016,S08000016,"",Lymphoma,"",8,"",8,""
5597,2015Q2,S08000016,S92000003,d,Lymphoma,"",8,"",8,""
5598,2015Q2,S08000017,S08000017,"",Lymphoma,"",8,"",8,""
5599,2015Q2,S08000017,S08000031,"",Lymphoma,"",1,"",1,""
5600,2015Q2,S08000017,S92000003,d,Lymphoma,"",9,"",9,""
5601,2015Q2,S08000019,S08000019,"",Lymphoma,"",16,"",16,""
5602,2015Q2,S08000019,S08000031,"",Lymphoma,"",2,"",2,""
5603,2015Q2,S08000019,S92000003,d,Lymphoma,"",18,"",18,""
5604,2015Q2,S08000020,S08000020,"",Lymphoma,"",39,"",36,""
5605,2015Q2,S08000020,S92000003,d,Lymphoma,"",39,"",36,""
5606,2015Q2,S08000022,S08000022,"",Lymphoma,"",9,"",9,""
5607,2015Q2,S08000022,S08000031,"",Lymphoma,"",1,"",1,""
5608,2015Q2,S08000022,S92000003,d,Lymphoma,"",10,"",10,""
5609,2015Q2,S08000024,S08000024,"",Lymphoma,"",45,"",45,""
5610,2015Q2,S08000024,S92000003,d,Lymphoma,"",45,"",45,""
5611,2015Q2,S08000025,S08000025,"",Lymphoma,"",1,"",1,""
5612,2015Q2,S08000025,S92000003,d,Lymphoma,"",1,"",1,""
5613,2015Q2,S08000026,S08000020,"",Lymphoma,"",1,"",1,""
5614,2015Q2,S08000026,S92000003,d,Lymphoma,"",1,"",1,""
5615,2015Q2,S08000029,S08000024,"",Lymphoma,"",1,"",1,""
5616,2015Q2,S08000029,S08000029,"",Lymphoma,"",16,"",16,""
5617,2015Q2,S08000029,S92000003,d,Lymphoma,"",17,"",17,""
5618,2015Q2,S08000030,S08000030,"",Lymphoma,"",19,"",19,""
5619,2015Q2,S08000030,S92000003,d,Lymphoma,"",19,"",19,""
5620,2015Q2,S08000031,S08000031,"",Lymphoma,"",58,"",58,""
5621,2015Q2,S08000031,S92000003,d,Lymphoma,"",58,"",58,""
5622,2015Q2,S08000032,S08000031,"",Lymphoma,"",2,"",2,""
5623,2015Q2,S08000032,S08000032,"",Lymphoma,"",15,"",15,""
5624,2015Q2,S08000032,S92000003,d,Lymphoma,"",17,"",17,""
5625,2015Q2,S08000015,S08000015,"",Melanoma,"",17,"",17,""
5626,2015Q2,S08000015,S08000031,"",Melanoma,"",4,"",4,""
5627,2015Q2,S08000015,S92000003,d,Melanoma,"",21,"",21,""
5628,2015Q2,S08000016,S08000016,"",Melanoma,"",12,"",12,""
5629,2015Q2,S08000016,S92000003,d,Melanoma,"",12,"",12,""
5630,2015Q2,S08000017,S08000017,"",Melanoma,"",13,"",13,""
5631,2015Q2,S08000017,S92000003,d,Melanoma,"",13,"",13,""
5632,2015Q2,S08000019,S08000019,"",Melanoma,"",20,"",19,""
5633,2015Q2,S08000019,S08000031,"",Melanoma,"",1,"",1,""
5634,2015Q2,S08000019,S92000003,d,Melanoma,"",21,"",20,""
5635,2015Q2,S08000020,S08000020,"",Melanoma,"",42,"",41,""
5636,2015Q2,S08000020,S92000003,d,Melanoma,"",42,"",41,""
5637,2015Q2,S08000022,S08000022,"",Melanoma,"",9,"",9,""
5638,2015Q2,S08000022,S08000031,"",Melanoma,"",2,"",2,""
5639,2015Q2,S08000022,S92000003,d,Melanoma,"",11,"",11,""
5640,2015Q2,S08000024,S08000024,"",Melanoma,"",54,"",54,""
5641,2015Q2,S08000024,S92000003,d,Melanoma,"",54,"",54,""
5642,2015Q2,S08000026,S08000020,"",Melanoma,"",1,"",1,""
5643,2015Q2,S08000026,S08000026,"",Melanoma,"",3,"",3,""
5644,2015Q2,S08000026,S92000003,d,Melanoma,"",4,"",4,""
5645,2015Q2,S08000028,S08000028,"",Melanoma,"",2,"",2,""
5646,2015Q2,S08000028,S92000003,d,Melanoma,"",2,"",2,""
5647,2015Q2,S08000029,S08000029,"",Melanoma,"",11,"",11,""
5648,2015Q2,S08000029,S08000030,"",Melanoma,"",2,"",1,""
5649,2015Q2,S08000029,S92000003,d,Melanoma,"",13,"",12,""
5650,2015Q2,S08000030,S08000030,"",Melanoma,"",37,"",37,""
5651,2015Q2,S08000030,S92000003,d,Melanoma,"",37,"",37,""
5652,2015Q2,S08000031,S08000031,"",Melanoma,"",86,"",86,""
5653,2015Q2,S08000031,S92000003,d,Melanoma,"",86,"",86,""
5654,2015Q2,S08000032,S08000031,"",Melanoma,"",3,"",3,""
5655,2015Q2,S08000032,S08000032,"",Melanoma,"",28,"",27,""
5656,2015Q2,S08000032,S92000003,d,Melanoma,"",31,"",30,""
5657,2015Q2,S08000015,S08000015,"",Ovarian,"",4,"",4,""
5658,2015Q2,S08000015,S08000031,"",Ovarian,"",5,"",5,""
5659,2015Q2,S08000015,S92000003,d,Ovarian,"",9,"",9,""
5660,2015Q2,S08000016,S08000016,"",Ovarian,"",4,"",4,""
5661,2015Q2,S08000016,S08000024,"",Ovarian,"",2,"",2,""
