MonthOfDelay,CA,CAQF,AgeGroup,AgeGroupQF,ReasonForDelay,ReasonForDelayQF,NumberOfDelayedBedDays,AverageDailyNumberOfDelayedBeds
201804,S12000039,,75plus,,Health and Social Care Reasons,,159,5
201804,S12000039,,75plus,,Patient and Family Related Reasons,,26,1
201804,S12000039,,75plus,,Code 9 AWI,,25,1
201804,S12000039,,75plus,,Code 9 Non-AWI,,0,0
201804,S12000040,,18plus,d,All Delay Reasons,d,2017,67
201804,S12000040,,18plus,d,Health and Social Care Reasons,,1827,61
201804,S12000040,,18plus,d,Patient and Family Related Reasons,,20,1
201804,S12000040,,18plus,d,Code 9 AWI,,110,4
201804,S12000040,,18plus,d,Code 9 Non-AWI,,60,2
201804,S12000040,,18-74,,All Delay Reasons,d,684,23
201804,S12000040,,18-74,,Health and Social Care Reasons,,561,19
201804,S12000040,,18-74,,Patient and Family Related Reasons,,3,0
201804,S12000040,,18-74,,Code 9 AWI,,60,2
201804,S12000040,,18-74,,Code 9 Non-AWI,,60,2
201804,S12000040,,75plus,,All Delay Reasons,d,1333,44
201804,S12000040,,75plus,,Health and Social Care Reasons,,1266,42
201804,S12000040,,75plus,,Patient and Family Related Reasons,,17,1
201804,S12000040,,75plus,,Code 9 AWI,,50,2
201804,S12000040,,75plus,,Code 9 Non-AWI,,0,0
201804,S12000041,,18plus,d,All Delay Reasons,d,553,18
201804,S12000041,,18plus,d,Health and Social Care Reasons,,375,13
201804,S12000041,,18plus,d,Patient and Family Related Reasons,,4,0
201804,S12000041,,18plus,d,Code 9 AWI,,114,4
201804,S12000041,,18plus,d,Code 9 Non-AWI,,60,2
201804,S12000041,,18-74,,All Delay Reasons,d,100,3
201804,S12000041,,18-74,,Health and Social Care Reasons,,40,1
201804,S12000041,,18-74,,Patient and Family Related Reasons,,0,0
201804,S12000041,,18-74,,Code 9 AWI,,0,0
201804,S12000041,,18-74,,Code 9 Non-AWI,,60,2
201804,S12000041,,75plus,,All Delay Reasons,d,453,15
201804,S12000041,,75plus,,Health and Social Care Reasons,,335,11
201804,S12000041,,75plus,,Patient and Family Related Reasons,,4,0
201804,S12000041,,75plus,,Code 9 AWI,,114,4
201804,S12000041,,75plus,,Code 9 Non-AWI,,0,0
201804,S12000042,,18plus,d,All Delay Reasons,d,651,22
201804,S12000042,,18plus,d,Health and Social Care Reasons,,154,5
201804,S12000042,,18plus,d,Patient and Family Related Reasons,,30,1
201804,S12000042,,18plus,d,Code 9 AWI,,40,1
201804,S12000042,,18plus,d,Code 9 Non-AWI,,427,14
201804,S12000042,,18-74,,All Delay Reasons,d,429,14
201804,S12000042,,18-74,,Health and Social Care Reasons,,63,2
201804,S12000042,,18-74,,Patient and Family Related Reasons,,0,0
201804,S12000042,,18-74,,Code 9 AWI,,0,0
201804,S12000042,,18-74,,Code 9 Non-AWI,,366,12
201804,S12000042,,75plus,,All Delay Reasons,d,222,7
201804,S12000042,,75plus,,Health and Social Care Reasons,,91,3
201804,S12000042,,75plus,,Patient and Family Related Reasons,,30,1
201804,S12000042,,75plus,,Code 9 AWI,,40,1
201804,S12000042,,75plus,,Code 9 Non-AWI,,61,2
201804,S12000045,,18plus,d,All Delay Reasons,d,397,13
201804,S12000045,,18plus,d,Health and Social Care Reasons,,307,10
201804,S12000045,,18plus,d,Patient and Family Related Reasons,,30,1
201804,S12000045,,18plus,d,Code 9 AWI,,60,2
201804,S12000045,,18plus,d,Code 9 Non-AWI,,0,0
201804,S12000045,,18-74,,All Delay Reasons,d,97,3
201804,S12000045,,18-74,,Health and Social Care Reasons,,97,3
201804,S12000045,,18-74,,Patient and Family Related Reasons,,0,0
201804,S12000045,,18-74,,Code 9 AWI,,0,0
201804,S12000045,,18-74,,Code 9 Non-AWI,,0,0
201804,S12000045,,75plus,,All Delay Reasons,d,300,10
201804,S12000045,,75plus,,Health and Social Care Reasons,,210,7
201804,S12000045,,75plus,,Patient and Family Related Reasons,,30,1
201804,S12000045,,75plus,,Code 9 AWI,,60,2
201804,S12000045,,75plus,,Code 9 Non-AWI,,0,0
201804,S12000047,,18plus,d,All Delay Reasons,d,2139,71
201804,S12000047,,18plus,d,Health and Social Care Reasons,,1227,41
201804,S12000047,,18plus,d,Patient and Family Related Reasons,,0,0
201804,S12000047,,18plus,d,Code 9 AWI,,743,25
201804,S12000047,,18plus,d,Code 9 Non-AWI,,169,6
201804,S12000047,,18-74,,All Delay Reasons,d,860,29
201804,S12000047,,18-74,,Health and Social Care Reasons,,391,13
201804,S12000047,,18-74,,Patient and Family Related Reasons,,0,0
201804,S12000047,,18-74,,Code 9 AWI,,300,10
201804,S12000047,,18-74,,Code 9 Non-AWI,,169,6
201804,S12000047,,75plus,,All Delay Reasons,d,1279,43
201804,S12000047,,75plus,,Health and Social Care Reasons,,836,28
201804,S12000047,,75plus,,Patient and Family Related Reasons,,0,0
201804,S12000047,,75plus,,Code 9 AWI,,443,15
201804,S12000047,,75plus,,Code 9 Non-AWI,,0,0
201804,S12000048,,18plus,d,All Delay Reasons,d,1197,40
201804,S12000048,,18plus,d,Health and Social Care Reasons,,993,33
201804,S12000048,,18plus,d,Patient and Family Related Reasons,,26,1
201804,S12000048,,18plus,d,Code 9 AWI,,58,2
201804,S12000048,,18plus,d,Code 9 Non-AWI,,120,4
201804,S12000048,,18-74,,All Delay Reasons,d,442,15
201804,S12000048,,18-74,,Health and Social Care Reasons,,322,11
201804,S12000048,,18-74,,Patient and Family Related Reasons,,0,0
201804,S12000048,,18-74,,Code 9 AWI,,0,0
201804,S12000048,,18-74,,Code 9 Non-AWI,,120,4
201804,S12000048,,75plus,,All Delay Reasons,d,755,25
201804,S12000048,,75plus,,Health and Social Care Reasons,,671,22
201804,S12000048,,75plus,,Patient and Family Related Reasons,,26,1
201804,S12000048,,75plus,,Code 9 AWI,,58,2
201804,S12000048,,75plus,,Code 9 Non-AWI,,0,0
201804,S12000049,,18plus,d,All Delay Reasons,d,3055,102
201804,S12000049,,18plus,d,Health and Social Care Reasons,,2083,69
201804,S12000049,,18plus,d,Patient and Family Related Reasons,,42,1
201804,S12000049,,18plus,d,Code 9 AWI,,553,18
201804,S12000049,,18plus,d,Code 9 Non-AWI,,377,13
201804,S12000049,,18-74,,All Delay Reasons,d,1767,59
201804,S12000049,,18-74,,Health and Social Care Reasons,,1114,37
201804,S12000049,,18-74,,Patient and Family Related Reasons,,23,1
201804,S12000049,,18-74,,Code 9 AWI,,259,9
201804,S12000049,,18-74,,Code 9 Non-AWI,,371,12
201804,S12000049,,75plus,,All Delay Reasons,d,1288,43
201804,S12000049,,75plus,,Health and Social Care Reasons,,969,32
201804,S12000049,,75plus,,Patient and Family Related Reasons,,19,1
201804,S12000049,,75plus,,Code 9 AWI,,294,10
201804,S12000049,,75plus,,Code 9 Non-AWI,,6,0
201804,S12000050,,18plus,d,All Delay Reasons,d,2834,94
201804,S12000050,,18plus,d,Health and Social Care Reasons,,2492,83
201804,S12000050,,18plus,d,Patient and Family Related Reasons,,65,2
201804,S12000050,,18plus,d,Code 9 AWI,,223,7
201804,S12000050,,18plus,d,Code 9 Non-AWI,,54,2
201804,S12000050,,18-74,,All Delay Reasons,d,813,27
201804,S12000050,,18-74,,Health and Social Care Reasons,,633,21
201804,S12000050,,18-74,,Patient and Family Related Reasons,,30,1
201804,S12000050,,18-74,,Code 9 AWI,,120,4
201804,S12000050,,18-74,,Code 9 Non-AWI,,30,1
201804,S12000050,,75plus,,All Delay Reasons,d,2021,67
201804,S12000050,,75plus,,Health and Social Care Reasons,,1859,62
201804,S12000050,,75plus,,Patient and Family Related Reasons,,35,1
201804,S12000050,,75plus,,Code 9 AWI,,103,3
201804,S12000050,,75plus,,Code 9 Non-AWI,,24,1
201804,,:,18plus,d,All Delay Reasons,d,60,2
201804,,:,18plus,d,Health and Social Care Reasons,,60,2
201804,,:,18plus,d,Patient and Family Related Reasons,,0,0
201804,,:,18plus,d,Code 9 AWI,,0,0
201804,,:,18plus,d,Code 9 Non-AWI,,0,0
201804,,:,18-74,,All Delay Reasons,d,30,1
201804,,:,18-74,,Health and Social Care Reasons,,30,1
201804,,:,18-74,,Patient and Family Related Reasons,,0,0
201804,,:,18-74,,Code 9 AWI,,0,0
201804,,:,18-74,,Code 9 Non-AWI,,0,0
201804,,:,75plus,,All Delay Reasons,d,30,1
201804,,:,75plus,,Health and Social Care Reasons,,30,1
201804,,:,75plus,,Patient and Family Related Reasons,,0,0
201804,,:,75plus,,Code 9 AWI,,0,0
201804,,:,75plus,,Code 9 Non-AWI,,0,0
201804,S92000003,d,18plus,d,All Delay Reasons,d,41453,1382
201804,S92000003,d,18plus,d,Health and Social Care Reasons,,32491,1083
201804,S92000003,d,18plus,d,Patient and Family Related Reasons,,966,32
201804,S92000003,d,18plus,d,Code 9 AWI,,5385,180
201804,S92000003,d,18plus,d,Code 9 Non-AWI,,2611,87
201804,S92000003,d,18-74,,All Delay Reasons,d,12984,433
201804,S92000003,d,18-74,,Health and Social Care Reasons,,8998,300
201804,S92000003,d,18-74,,Patient and Family Related Reasons,,261,9
201804,S92000003,d,18-74,,Code 9 AWI,,1652,55
201804,S92000003,d,18-74,,Code 9 Non-AWI,,2073,69
201804,S92000003,d,75plus,,All Delay Reasons,d,28469,949
201804,S92000003,d,75plus,,Health and Social Care Reasons,,23493,783
201804,S92000003,d,75plus,,Patient and Family Related Reasons,,705,24
201804,S92000003,d,75plus,,Code 9 AWI,,3733,124
201804,S92000003,d,75plus,,Code 9 Non-AWI,,538,18
201805,S12000005,,18plus,d,All Delay Reasons,d,272,9
201805,S12000005,,18plus,d,Health and Social Care Reasons,,219,7
201805,S12000005,,18plus,d,Patient and Family Related Reasons,,0,0
201805,S12000005,,18plus,d,Code 9 AWI,,53,2
201805,S12000005,,18plus,d,Code 9 Non-AWI,,0,0
201805,S12000005,,18-74,,All Delay Reasons,d,64,2
201805,S12000005,,18-74,,Health and Social Care Reasons,,44,1
201805,S12000005,,18-74,,Patient and Family Related Reasons,,0,0
201805,S12000005,,18-74,,Code 9 AWI,,20,1
201805,S12000005,,18-74,,Code 9 Non-AWI,,0,0
201805,S12000005,,75plus,,All Delay Reasons,d,208,7
201805,S12000005,,75plus,,Health and Social Care Reasons,,175,6
201805,S12000005,,75plus,,Patient and Family Related Reasons,,0,0
201805,S12000005,,75plus,,Code 9 AWI,,33,1
201805,S12000005,,75plus,,Code 9 Non-AWI,,0,0
201805,S12000006,,18plus,d,All Delay Reasons,d,827,27
201805,S12000006,,18plus,d,Health and Social Care Reasons,,610,20
201805,S12000006,,18plus,d,Patient and Family Related Reasons,,0,0
201805,S12000006,,18plus,d,Code 9 AWI,,217,7
201805,S12000006,,18plus,d,Code 9 Non-AWI,,0,0
201805,S12000006,,18-74,,All Delay Reasons,d,217,7
201805,S12000006,,18-74,,Health and Social Care Reasons,,93,3
201805,S12000006,,18-74,,Patient and Family Related Reasons,,0,0
201805,S12000006,,18-74,,Code 9 AWI,,124,4
201805,S12000006,,18-74,,Code 9 Non-AWI,,0,0
201805,S12000006,,75plus,,All Delay Reasons,d,610,20
201805,S12000006,,75plus,,Health and Social Care Reasons,,517,17
201805,S12000006,,75plus,,Patient and Family Related Reasons,,0,0
201805,S12000006,,75plus,,Code 9 AWI,,93,3
201805,S12000006,,75plus,,Code 9 Non-AWI,,0,0
201805,S12000008,,18plus,d,All Delay Reasons,d,469,15
201805,S12000008,,18plus,d,Health and Social Care Reasons,,180,6
201805,S12000008,,18plus,d,Patient and Family Related Reasons,,0,0
201805,S12000008,,18plus,d,Code 9 AWI,,202,7
201805,S12000008,,18plus,d,Code 9 Non-AWI,,87,3
201805,S12000008,,18-74,,All Delay Reasons,d,100,3
201805,S12000008,,18-74,,Health and Social Care Reasons,,31,1
201805,S12000008,,18-74,,Patient and Family Related Reasons,,0,0
201805,S12000008,,18-74,,Code 9 AWI,,11,0
201805,S12000008,,18-74,,Code 9 Non-AWI,,58,2
201805,S12000008,,75plus,,All Delay Reasons,d,369,12
201805,S12000008,,75plus,,Health and Social Care Reasons,,149,5
201805,S12000008,,75plus,,Patient and Family Related Reasons,,0,0
201805,S12000008,,75plus,,Code 9 AWI,,191,6
201805,S12000008,,75plus,,Code 9 Non-AWI,,29,1
201805,S12000010,,18plus,d,All Delay Reasons,d,699,23
201805,S12000010,,18plus,d,Health and Social Care Reasons,,699,23
201805,S12000010,,18plus,d,Patient and Family Related Reasons,,0,0
201805,S12000010,,18plus,d,Code 9 AWI,,0,0
201805,S12000010,,18plus,d,Code 9 Non-AWI,,0,0
201805,S12000010,,18-74,,All Delay Reasons,d,170,5
201805,S12000010,,18-74,,Health and Social Care Reasons,,170,5
201805,S12000010,,18-74,,Patient and Family Related Reasons,,0,0
201805,S12000010,,18-74,,Code 9 AWI,,0,0
201805,S12000010,,18-74,,Code 9 Non-AWI,,0,0
201805,S12000010,,75plus,,All Delay Reasons,d,529,17
201805,S12000010,,75plus,,Health and Social Care Reasons,,529,17
201805,S12000010,,75plus,,Patient and Family Related Reasons,,0,0
201805,S12000010,,75plus,,Code 9 AWI,,0,0
201805,S12000010,,75plus,,Code 9 Non-AWI,,0,0
201805,S12000011,,18plus,d,All Delay Reasons,d,193,6
201805,S12000011,,18plus,d,Health and Social Care Reasons,,114,4
201805,S12000011,,18plus,d,Patient and Family Related Reasons,,0,0
201805,S12000011,,18plus,d,Code 9 AWI,,48,2
201805,S12000011,,18plus,d,Code 9 Non-AWI,,31,1
201805,S12000011,,18-74,,All Delay Reasons,d,62,2
201805,S12000011,,18-74,,Health and Social Care Reasons,,0,0
201805,S12000011,,18-74,,Patient and Family Related Reasons,,0,0
201805,S12000011,,18-74,,Code 9 AWI,,31,1
201805,S12000011,,18-74,,Code 9 Non-AWI,,31,1
201805,S12000011,,75plus,,All Delay Reasons,d,131,4
201805,S12000011,,75plus,,Health and Social Care Reasons,,114,4
201805,S12000011,,75plus,,Patient and Family Related Reasons,,0,0
201805,S12000011,,75plus,,Code 9 AWI,,17,1
201805,S12000011,,75plus,,Code 9 Non-AWI,,0,0
201805,S12000013,,18plus,d,All Delay Reasons,d,680,22
201805,S12000013,,18plus,d,Health and Social Care Reasons,,374,12
201805,S12000013,,18plus,d,Patient and Family Related Reasons,,0,0
201805,S12000013,,18plus,d,Code 9 AWI,,31,1
201805,S12000013,,18plus,d,Code 9 Non-AWI,,275,9
201805,S12000013,,18-74,,All Delay Reasons,d,163,5
201805,S12000013,,18-74,,Health and Social Care Reasons,,101,3
201805,S12000013,,18-74,,Patient and Family Related Reasons,,0,0
201805,S12000013,,18-74,,Code 9 AWI,,31,1
201805,S12000013,,18-74,,Code 9 Non-AWI,,31,1
201805,S12000013,,75plus,,All Delay Reasons,d,517,17
201805,S12000013,,75plus,,Health and Social Care Reasons,,273,9
201805,S12000013,,75plus,,Patient and Family Related Reasons,,0,0
201805,S12000013,,75plus,,Code 9 AWI,,0,0
201805,S12000013,,75plus,,Code 9 Non-AWI,,244,8
201805,S12000014,,18plus,d,All Delay Reasons,d,1542,50
201805,S12000014,,18plus,d,Health and Social Care Reasons,,754,24
201805,S12000014,,18plus,d,Patient and Family Related Reasons,,190,6
201805,S12000014,,18plus,d,Code 9 AWI,,472,15
201805,S12000014,,18plus,d,Code 9 Non-AWI,,126,4
201805,S12000014,,18-74,,All Delay Reasons,d,499,16
201805,S12000014,,18-74,,Health and Social Care Reasons,,178,6
201805,S12000014,,18-74,,Patient and Family Related Reasons,,47,2
201805,S12000014,,18-74,,Code 9 AWI,,148,5
201805,S12000014,,18-74,,Code 9 Non-AWI,,126,4
201805,S12000014,,75plus,,All Delay Reasons,d,1043,34
201805,S12000014,,75plus,,Health and Social Care Reasons,,576,19
201805,S12000014,,75plus,,Patient and Family Related Reasons,,143,5
201805,S12000014,,75plus,,Code 9 AWI,,324,10
201805,S12000014,,75plus,,Code 9 Non-AWI,,0,0
201805,S12000017,,18plus,d,All Delay Reasons,d,2835,91
201805,S12000017,,18plus,d,Health and Social Care Reasons,,2358,76
201805,S12000017,,18plus,d,Patient and Family Related Reasons,,62,2
201805,S12000017,,18plus,d,Code 9 AWI,,214,7
201805,S12000017,,18plus,d,Code 9 Non-AWI,,201,6
201805,S12000017,,18-74,,All Delay Reasons,d,691,22
201805,S12000017,,18-74,,Health and Social Care Reasons,,566,18
201805,S12000017,,18-74,,Patient and Family Related Reasons,,31,1
201805,S12000017,,18-74,,Code 9 AWI,,14,0
201805,S12000017,,18-74,,Code 9 Non-AWI,,80,3
201805,S12000017,,75plus,,All Delay Reasons,d,2144,69
201805,S12000017,,75plus,,Health and Social Care Reasons,,1792,58
201805,S12000017,,75plus,,Patient and Family Related Reasons,,31,1
201805,S12000017,,75plus,,Code 9 AWI,,200,6
201805,S12000017,,75plus,,Code 9 Non-AWI,,121,4
201805,S12000018,,18plus,d,All Delay Reasons,d,57,2
201805,S12000018,,18plus,d,Health and Social Care Reasons,,57,2
201805,S12000018,,18plus,d,Patient and Family Related Reasons,,0,0
201805,S12000018,,18plus,d,Code 9 AWI,,0,0
201805,S12000018,,18plus,d,Code 9 Non-AWI,,0,0
201805,S12000018,,18-74,,All Delay Reasons,d,32,1
201805,S12000018,,18-74,,Health and Social Care Reasons,,32,1
201805,S12000018,,18-74,,Patient and Family Related Reasons,,0,0
201805,S12000018,,18-74,,Code 9 AWI,,0,0
201805,S12000018,,18-74,,Code 9 Non-AWI,,0,0
201805,S12000018,,75plus,,All Delay Reasons,d,25,1
201805,S12000018,,75plus,,Health and Social Care Reasons,,25,1
201805,S12000018,,75plus,,Patient and Family Related Reasons,,0,0
201805,S12000018,,75plus,,Code 9 AWI,,0,0
201805,S12000018,,75plus,,Code 9 Non-AWI,,0,0
201805,S12000019,,18plus,d,All Delay Reasons,d,1301,42
201805,S12000019,,18plus,d,Health and Social Care Reasons,,1166,38
201805,S12000019,,18plus,d,Patient and Family Related Reasons,,0,0
201805,S12000019,,18plus,d,Code 9 AWI,,102,3
201805,S12000019,,18plus,d,Code 9 Non-AWI,,33,1
201805,S12000019,,18-74,,All Delay Reasons,d,417,13
201805,S12000019,,18-74,,Health and Social Care Reasons,,345,11
201805,S12000019,,18-74,,Patient and Family Related Reasons,,0,0
201805,S12000019,,18-74,,Code 9 AWI,,39,1
201805,S12000019,,18-74,,Code 9 Non-AWI,,33,1
201805,S12000019,,75plus,,All Delay Reasons,d,884,29
201805,S12000019,,75plus,,Health and Social Care Reasons,,821,26
201805,S12000019,,75plus,,Patient and Family Related Reasons,,0,0
201805,S12000019,,75plus,,Code 9 AWI,,63,2
201805,S12000019,,75plus,,Code 9 Non-AWI,,0,0
201805,S12000020,,18plus,d,All Delay Reasons,d,1127,36
201805,S12000020,,18plus,d,Health and Social Care Reasons,,876,28
201805,S12000020,,18plus,d,Patient and Family Related Reasons,,69,2
201805,S12000020,,18plus,d,Code 9 AWI,,151,5
201805,S12000020,,18plus,d,Code 9 Non-AWI,,31,1
201805,S12000020,,18-74,,All Delay Reasons,d,326,11
201805,S12000020,,18-74,,Health and Social Care Reasons,,281,9
201805,S12000020,,18-74,,Patient and Family Related Reasons,,0,0
201805,S12000020,,18-74,,Code 9 AWI,,14,0
201805,S12000020,,18-74,,Code 9 Non-AWI,,31,1
201805,S12000020,,75plus,,All Delay Reasons,d,801,26
201805,S12000020,,75plus,,Health and Social Care Reasons,,595,19
201805,S12000020,,75plus,,Patient and Family Related Reasons,,69,2
201805,S12000020,,75plus,,Code 9 AWI,,137,4
201805,S12000020,,75plus,,Code 9 Non-AWI,,0,0
201805,S12000021,,18plus,d,All Delay Reasons,d,1832,59
201805,S12000021,,18plus,d,Health and Social Care Reasons,,1570,51
201805,S12000021,,18plus,d,Patient and Family Related Reasons,,23,1
201805,S12000021,,18plus,d,Code 9 AWI,,211,7
201805,S12000021,,18plus,d,Code 9 Non-AWI,,28,1
201805,S12000021,,18-74,,All Delay Reasons,d,422,14
201805,S12000021,,18-74,,Health and Social Care Reasons,,329,11
201805,S12000021,,18-74,,Patient and Family Related Reasons,,0,0
201805,S12000021,,18-74,,Code 9 AWI,,65,2
201805,S12000021,,18-74,,Code 9 Non-AWI,,28,1
201805,S12000021,,75plus,,All Delay Reasons,d,1410,45
201805,S12000021,,75plus,,Health and Social Care Reasons,,1241,40
201805,S12000021,,75plus,,Patient and Family Related Reasons,,23,1
201805,S12000021,,75plus,,Code 9 AWI,,146,5
201805,S12000021,,75plus,,Code 9 Non-AWI,,0,0
201805,S12000023,,18plus,d,All Delay Reasons,d,4,0
201805,S12000023,,18plus,d,Health and Social Care Reasons,,0,0
201805,S12000023,,18plus,d,Patient and Family Related Reasons,,0,0
201805,S12000023,,18plus,d,Code 9 AWI,,4,0
201805,S12000023,,18plus,d,Code 9 Non-AWI,,0,0
201805,S12000023,,18-74,,All Delay Reasons,d,0,0
201805,S12000023,,18-74,,Health and Social Care Reasons,,0,0
201805,S12000023,,18-74,,Patient and Family Related Reasons,,0,0
201805,S12000023,,18-74,,Code 9 AWI,,0,0
201805,S12000023,,18-74,,Code 9 Non-AWI,,0,0
201805,S12000023,,75plus,,All Delay Reasons,d,4,0
201805,S12000023,,75plus,,Health and Social Care Reasons,,0,0
201805,S12000023,,75plus,,Patient and Family Related Reasons,,0,0
201805,S12000023,,75plus,,Code 9 AWI,,4,0
201805,S12000023,,75plus,,Code 9 Non-AWI,,0,0
201805,S12000026,,18plus,d,All Delay Reasons,d,1312,42
201805,S12000026,,18plus,d,Health and Social Care Reasons,,745,24
201805,S12000026,,18plus,d,Patient and Family Related Reasons,,71,2
201805,S12000026,,18plus,d,Code 9 AWI,,339,11
201805,S12000026,,18plus,d,Code 9 Non-AWI,,157,5
201805,S12000026,,18-74,,All Delay Reasons,d,356,11
201805,S12000026,,18-74,,Health and Social Care Reasons,,59,2
201805,S12000026,,18-74,,Patient and Family Related Reasons,,35,1
201805,S12000026,,18-74,,Code 9 AWI,,127,4
201805,S12000026,,18-74,,Code 9 Non-AWI,,135,4
201805,S12000026,,75plus,,All Delay Reasons,d,956,31
201805,S12000026,,75plus,,Health and Social Care Reasons,,686,22
201805,S12000026,,75plus,,Patient and Family Related Reasons,,36,1
201805,S12000026,,75plus,,Code 9 AWI,,212,7
201805,S12000026,,75plus,,Code 9 Non-AWI,,22,1
201805,S12000027,,18plus,d,All Delay Reasons,d,116,4
201805,S12000027,,18plus,d,Health and Social Care Reasons,,50,2
201805,S12000027,,18plus,d,Patient and Family Related Reasons,,0,0
201805,S12000027,,18plus,d,Code 9 AWI,,0,0
201805,S12000027,,18plus,d,Code 9 Non-AWI,,66,2
201805,S12000027,,18-74,,All Delay Reasons,d,40,1
201805,S12000027,,18-74,,Health and Social Care Reasons,,5,0
